Filename,Steering Angle
processed_00000.jpg,95
processed_00001.jpg,95
processed_00002.jpg,95
processed_00003.jpg,95
processed_00004.jpg,95
processed_00005.jpg,95
processed_00006.jpg,95
processed_00007.jpg,95
processed_00008.jpg,95
processed_00009.jpg,95
processed_00010.jpg,95
processed_00011.jpg,95
processed_00012.jpg,95
processed_00013.jpg,95
processed_00014.jpg,95
processed_00015.jpg,95
processed_00016.jpg,95
processed_00017.jpg,95
processed_00018.jpg,95
processed_00019.jpg,95
processed_00020.jpg,95
processed_00021.jpg,95
processed_00022.jpg,95
processed_00023.jpg,95
processed_00024.jpg,95
processed_00025.jpg,95
processed_00026.jpg,95
processed_00027.jpg,95
processed_00028.jpg,95
processed_00029.jpg,95
processed_00030.jpg,95
processed_00031.jpg,95
processed_00032.jpg,95
processed_00033.jpg,95
processed_00034.jpg,95
processed_00035.jpg,95
processed_00036.jpg,95
processed_00037.jpg,95
processed_00038.jpg,95
processed_00039.jpg,95
processed_00040.jpg,95
processed_00041.jpg,95
processed_00042.jpg,95
processed_00043.jpg,95
processed_00044.jpg,95
processed_00045.jpg,95
processed_00046.jpg,95
processed_00047.jpg,95
processed_00048.jpg,95
processed_00049.jpg,95
processed_00050.jpg,95
processed_00051.jpg,95
processed_00052.jpg,95
processed_00053.jpg,95
processed_00054.jpg,95
processed_00055.jpg,95
processed_00056.jpg,95
processed_00057.jpg,95
processed_00058.jpg,95
processed_00059.jpg,95
processed_00060.jpg,95
processed_00061.jpg,95
processed_00062.jpg,95
processed_00063.jpg,95
processed_00064.jpg,95
processed_00065.jpg,95
processed_00066.jpg,95
processed_00067.jpg,95
processed_00068.jpg,95
processed_00069.jpg,95
processed_00070.jpg,95
processed_00071.jpg,95
processed_00072.jpg,95
processed_00073.jpg,95
processed_00074.jpg,95
processed_00075.jpg,95
processed_00076.jpg,95
processed_00077.jpg,95
processed_00078.jpg,95
processed_00079.jpg,95
processed_00080.jpg,95
processed_00081.jpg,95
processed_00082.jpg,95
processed_00083.jpg,95
processed_00084.jpg,95
processed_00085.jpg,95
processed_00086.jpg,95
processed_00087.jpg,95
processed_00088.jpg,95
processed_00089.jpg,95
processed_00090.jpg,95
processed_00091.jpg,95
processed_00092.jpg,95
processed_00093.jpg,95
processed_00094.jpg,95
processed_00095.jpg,95
processed_00096.jpg,95
processed_00097.jpg,95
processed_00098.jpg,95
processed_00099.jpg,95
processed_00100.jpg,95
processed_00101.jpg,95
processed_00102.jpg,95
processed_00103.jpg,95
processed_00104.jpg,95
processed_00105.jpg,95
processed_00106.jpg,95
processed_00107.jpg,95
processed_00108.jpg,95
processed_00109.jpg,95
processed_00110.jpg,95
processed_00111.jpg,95
processed_00112.jpg,95
processed_00113.jpg,95
processed_00114.jpg,95
processed_00115.jpg,95
processed_00116.jpg,95
processed_00117.jpg,95
processed_00118.jpg,95
processed_00119.jpg,95
processed_00120.jpg,95
processed_00121.jpg,95
processed_00122.jpg,95
processed_00123.jpg,95
processed_00124.jpg,95
processed_00125.jpg,95
processed_00126.jpg,95
processed_00127.jpg,95
processed_00128.jpg,95
processed_00129.jpg,95
processed_00130.jpg,95
processed_00131.jpg,95
processed_00132.jpg,95
processed_00133.jpg,95
processed_00134.jpg,95
processed_00135.jpg,95
processed_00136.jpg,95
processed_00137.jpg,95
processed_00138.jpg,95
processed_00139.jpg,95
processed_00140.jpg,95
processed_00141.jpg,95
processed_00142.jpg,95
processed_00143.jpg,95
processed_00144.jpg,95
processed_00145.jpg,95
processed_00146.jpg,95
processed_00147.jpg,95
processed_00148.jpg,95
processed_00149.jpg,95
processed_00150.jpg,95
processed_00151.jpg,95
processed_00152.jpg,95
processed_00153.jpg,95
processed_00154.jpg,95
processed_00155.jpg,95
processed_00156.jpg,95
processed_00157.jpg,95
processed_00158.jpg,95
processed_00159.jpg,95
processed_00160.jpg,95
processed_00161.jpg,95
processed_00162.jpg,95
processed_00163.jpg,95
processed_00164.jpg,95
processed_00165.jpg,95
processed_00166.jpg,95
processed_00167.jpg,95
processed_00168.jpg,95
processed_00169.jpg,95
processed_00170.jpg,95
processed_00171.jpg,95
processed_00172.jpg,95
processed_00173.jpg,95
processed_00174.jpg,95
processed_00175.jpg,95
processed_00176.jpg,95
processed_00177.jpg,95
processed_00178.jpg,95
processed_00179.jpg,95
processed_00180.jpg,95
processed_00181.jpg,95
processed_00182.jpg,95
processed_00183.jpg,95
processed_00184.jpg,95
processed_00185.jpg,95
processed_00186.jpg,95
processed_00187.jpg,95
processed_00188.jpg,95
processed_00189.jpg,95
processed_00190.jpg,95
processed_00191.jpg,95
processed_00192.jpg,95
processed_00193.jpg,95
processed_00194.jpg,95
processed_00195.jpg,95
processed_00196.jpg,95
processed_00197.jpg,95
processed_00198.jpg,95
processed_00199.jpg,95
processed_00200.jpg,95
processed_00201.jpg,95
processed_00202.jpg,95
processed_00203.jpg,95
processed_00204.jpg,95
processed_00205.jpg,95
processed_00206.jpg,95
processed_00207.jpg,95
processed_00208.jpg,95
processed_00209.jpg,95
processed_00210.jpg,95
processed_00211.jpg,95
processed_00212.jpg,95
processed_00213.jpg,95
processed_00214.jpg,95
processed_00215.jpg,95
processed_00216.jpg,95
processed_00217.jpg,95
processed_00218.jpg,95
processed_00219.jpg,95
processed_00220.jpg,95
processed_00221.jpg,95
processed_00222.jpg,95
processed_00223.jpg,95
processed_00224.jpg,95
processed_00225.jpg,95
processed_00226.jpg,95
processed_00227.jpg,95
processed_00228.jpg,95
processed_00229.jpg,95
processed_00230.jpg,95
processed_00231.jpg,95
processed_00232.jpg,95
processed_00233.jpg,95
processed_00234.jpg,95
processed_00235.jpg,95
processed_00236.jpg,95
processed_00237.jpg,95
processed_00238.jpg,95
processed_00239.jpg,95
processed_00240.jpg,95
processed_00241.jpg,95
processed_00242.jpg,95
processed_00243.jpg,95
processed_00244.jpg,95
processed_00245.jpg,95
processed_00246.jpg,95
processed_00247.jpg,95
processed_00248.jpg,95
processed_00249.jpg,95
processed_00250.jpg,95
processed_00251.jpg,95
processed_00252.jpg,95
processed_00253.jpg,95
processed_00254.jpg,95
processed_00255.jpg,95
processed_00256.jpg,95
processed_00257.jpg,95
processed_00258.jpg,95
processed_00259.jpg,95
processed_00260.jpg,95
processed_00261.jpg,95
processed_00262.jpg,95
processed_00263.jpg,95
processed_00264.jpg,95
processed_00265.jpg,95
processed_00266.jpg,95
processed_00267.jpg,95
processed_00268.jpg,95
processed_00269.jpg,95
processed_00270.jpg,95
processed_00271.jpg,95
processed_00272.jpg,95
processed_00273.jpg,95
processed_00274.jpg,95
processed_00275.jpg,95
processed_00276.jpg,95
processed_00277.jpg,95
processed_00278.jpg,95
processed_00279.jpg,95
processed_00280.jpg,95
processed_00281.jpg,95
processed_00282.jpg,95
processed_00283.jpg,95
processed_00284.jpg,95
processed_00285.jpg,95
processed_00286.jpg,95
processed_00287.jpg,95
processed_00288.jpg,95
processed_00289.jpg,95
processed_00290.jpg,95
processed_00291.jpg,95
processed_00292.jpg,95
processed_00293.jpg,95
processed_00294.jpg,95
processed_00295.jpg,95
processed_00296.jpg,95
processed_00297.jpg,95
processed_00298.jpg,95
processed_00299.jpg,95
processed_00300.jpg,95
processed_00301.jpg,95
processed_00302.jpg,95
processed_00303.jpg,95
processed_00304.jpg,95
processed_00305.jpg,95
processed_00306.jpg,95
processed_00307.jpg,95
processed_00308.jpg,95
processed_00309.jpg,95
processed_00310.jpg,95
processed_00311.jpg,95
processed_00312.jpg,95
processed_00313.jpg,95
processed_00314.jpg,95
processed_00315.jpg,95
processed_00316.jpg,95
processed_00317.jpg,95
processed_00318.jpg,95
processed_00319.jpg,95
processed_00320.jpg,95
processed_00321.jpg,95
processed_00322.jpg,95
processed_00323.jpg,95
processed_00324.jpg,95
processed_00325.jpg,95
processed_00326.jpg,95
processed_00327.jpg,95
processed_00328.jpg,95
processed_00329.jpg,95
processed_00330.jpg,95
processed_00331.jpg,95
processed_00332.jpg,95
processed_00333.jpg,95
processed_00334.jpg,95
processed_00335.jpg,95
processed_00336.jpg,95
processed_00337.jpg,95
processed_00338.jpg,95
processed_00339.jpg,95
processed_00340.jpg,95
processed_00341.jpg,95
processed_00342.jpg,95
processed_00343.jpg,95
processed_00344.jpg,95
processed_00345.jpg,95
processed_00346.jpg,95
processed_00347.jpg,95
processed_00348.jpg,95
processed_00349.jpg,95
processed_00350.jpg,95
processed_00351.jpg,95
processed_00352.jpg,95
processed_00353.jpg,95
processed_00354.jpg,95
processed_00355.jpg,95
processed_00356.jpg,95
processed_00357.jpg,95
processed_00358.jpg,95
processed_00359.jpg,95
processed_00360.jpg,95
processed_00361.jpg,95
processed_00362.jpg,95
processed_00363.jpg,95
processed_00364.jpg,95
processed_00365.jpg,95
processed_00366.jpg,95
processed_00367.jpg,95
processed_00368.jpg,95
processed_00369.jpg,95
processed_00370.jpg,95
processed_00371.jpg,95
processed_00372.jpg,95
processed_00373.jpg,95
processed_00374.jpg,95
processed_00375.jpg,95
processed_00376.jpg,95
processed_00377.jpg,95
processed_00378.jpg,95
processed_00379.jpg,95
processed_00380.jpg,95
processed_00381.jpg,95
processed_00382.jpg,95
processed_00383.jpg,95
processed_00384.jpg,95
processed_00385.jpg,95
processed_00386.jpg,95
processed_00387.jpg,95
processed_00388.jpg,95
processed_00389.jpg,95
processed_00390.jpg,95
processed_00391.jpg,95
processed_00392.jpg,95
processed_00393.jpg,95
processed_00394.jpg,95
processed_00395.jpg,95
processed_00396.jpg,95
processed_00397.jpg,95
