Filename,Steering Angle
photo_3154.jpg,95
photo_4136.jpg,95
photo_2428.jpg,95
photo_3678.jpg,95
photo_3162.jpg,95
photo_3011.jpg,95
photo_2909.jpg,95
photo_0294.jpg,95
photo_1254.jpg,95
photo_3442.jpg,95
photo_0872.jpg,95
photo_4161.jpg,95
photo_0150.jpg,95
photo_3881.jpg,95
photo_3151.jpg,95
photo_2465.jpg,95
photo_0316.jpg,95
photo_3750.jpg,95
photo_2120.jpg,95
photo_0936.jpg,95
photo_4243.jpg,95
photo_4023.jpg,95
photo_2163.jpg,95
photo_1084.jpg,95
photo_3367.jpg,95
photo_2611.jpg,95
photo_0809.jpg,95
photo_3330.jpg,95
photo_1245.jpg,95
photo_3755.jpg,95
photo_0024.jpg,95
photo_0693.jpg,95
photo_2044.jpg,95
photo_2424.jpg,95
photo_1262.jpg,95
photo_2998.jpg,95
photo_1348.jpg,95
photo_4225.jpg,95
photo_1923.jpg,95
photo_2741.jpg,95
photo_0465.jpg,95
photo_2613.jpg,95
photo_1902.jpg,95
photo_2613.jpg,95
photo_1519.jpg,95
photo_3588.jpg,95
photo_2317.jpg,95
photo_4256.jpg,95
photo_3281.jpg,95
photo_4234.jpg,95
photo_1753.jpg,95
photo_0023.jpg,95
photo_2342.jpg,95
photo_0435.jpg,95
photo_3681.jpg,95
photo_1086.jpg,95
photo_1645.jpg,95
photo_0855.jpg,95
photo_0016.jpg,95
photo_0682.jpg,95
photo_2130.jpg,95
photo_3842.jpg,95
photo_1521.jpg,95
photo_2495.jpg,95
photo_3836.jpg,95
photo_0154.jpg,95
photo_3865.jpg,95
photo_2611.jpg,95
photo_4155.jpg,95
photo_4124.jpg,95
photo_1346.jpg,95
photo_2129.jpg,95
photo_0041.jpg,95
photo_0533.jpg,95
photo_3060.jpg,95
photo_3926.jpg,95
photo_2887.jpg,95
photo_2883.jpg,95
photo_3954.jpg,95
photo_1528.jpg,95
photo_3161.jpg,95
photo_4226.jpg,95
photo_1974.jpg,95
photo_1100.jpg,95
photo_2024.jpg,95
photo_0427.jpg,95
photo_0526.jpg,95
photo_2767.jpg,95
photo_0725.jpg,95
photo_2227.jpg,95
photo_3678.jpg,95
photo_1241.jpg,95
photo_4164.jpg,95
photo_3596.jpg,95
photo_2874.jpg,95
photo_0835.jpg,95
photo_2014.jpg,95
photo_0930.jpg,95
photo_2472.jpg,95
photo_2989.jpg,95
photo_2149.jpg,95
photo_0550.jpg,95
photo_2062.jpg,95
photo_0463.jpg,95
photo_1016.jpg,95
photo_1328.jpg,95
photo_2932.jpg,95
photo_3326.jpg,95
photo_0017.jpg,95
photo_0123.jpg,95
photo_1371.jpg,95
photo_3840.jpg,95
photo_3279.jpg,95
photo_1754.jpg,95
photo_4221.jpg,95
photo_3002.jpg,95
photo_3303.jpg,95
photo_4250.jpg,95
photo_1637.jpg,95
photo_1090.jpg,95
photo_1124.jpg,95
photo_0825.jpg,95
photo_1015.jpg,95
photo_4241.jpg,95
photo_0607.jpg,95
photo_2875.jpg,95
photo_0049.jpg,95
photo_2916.jpg,95
photo_0371.jpg,95
photo_0525.jpg,95
photo_2134.jpg,95
photo_2531.jpg,95
photo_2924.jpg,95
photo_2984.jpg,95
photo_1338.jpg,95
photo_1112.jpg,95
photo_2162.jpg,95
photo_0196.jpg,95
photo_1899.jpg,95
photo_2020.jpg,95
photo_4410.jpg,95
photo_2618.jpg,95
photo_1660.jpg,95
photo_4164.jpg,95
photo_1743.jpg,95
photo_2890.jpg,95
photo_3445.jpg,95
photo_1338.jpg,95
photo_2065.jpg,95
photo_1096.jpg,95
photo_2464.jpg,95
photo_2152.jpg,95
photo_1091.jpg,95
photo_0537.jpg,95
photo_2900.jpg,95
photo_2487.jpg,95
photo_4163.jpg,95
photo_2457.jpg,95
photo_2039.jpg,95
photo_3518.jpg,95
photo_1520.jpg,95
photo_2882.jpg,95
photo_0169.jpg,95
photo_1272.jpg,95
photo_4005.jpg,95
photo_0607.jpg,95
photo_2045.jpg,95
photo_3342.jpg,95
photo_1484.jpg,95
photo_2927.jpg,95
photo_1407.jpg,95
photo_3329.jpg,95
photo_3587.jpg,95
photo_3073.jpg,95
photo_1617.jpg,95
photo_1889.jpg,95
photo_1513.jpg,95
photo_2844.jpg,95
photo_1752.jpg,95
photo_2153.jpg,95
photo_2916.jpg,95
photo_3836.jpg,95
photo_3775.jpg,95
photo_4257.jpg,95
photo_3844.jpg,95
photo_4222.jpg,95
photo_3471.jpg,95
photo_0465.jpg,95
photo_3455.jpg,95
photo_3920.jpg,95
photo_3889.jpg,95
photo_3719.jpg,95
photo_1727.jpg,95
photo_1722.jpg,95
photo_2677.jpg,95
photo_3611.jpg,95
photo_3857.jpg,95
photo_2002.jpg,95
photo_4158.jpg,95
